Birth Card,AGE,Mercury,Venus,Mars,Jupiter,Saturn ,Uranus,Neptune,LONG RANGE,PLUTO,RESULT,SUPPORT,DEVELOPMENT
8♦,84,J♦,5♠,5♦,9♦,7♦,9♣,J♥,6♥,J♠,7♠,A♦,10♠
8♦,85,3♠,A♠,9♦,9♠,7♥,J♠,10♦,4♦,A♥,K♠,A♥,4♥
8♦,86,6♦,A♦,9♠,8♠,K♣,5♣,J♣,J♣,3♦,10♠,3♥,4♠
8♦,87,Q♣,K♠,2♦,2♥,A♦,10♣,5♠,K♠,5♣,7♠,Q♣,10♣
8♦,88,8♣,Q♥,J♠,J♦,3♥,2♠,2♦,9♣,6♣,6♥,10♦,J♠
8♦,89,9♦,10♦,J♦,Q♦,K♦,A♠,2♠,A♣,3♠,4♠,Q♠,7♣
8♦,90,K♠,3♥,A♣,Q♣,10♠,5♣,3♦,6♦,A♠,7♥,8♦,8♦
8♠,0,A♥,A♦,Q♦,5♥,3♣,3♠,9♥,A♥,7♣,5♦,8♠,8♠
8♠,1,J♣,10♠,5♥,K♣,7♥,2♦,2♠,A♦,9♣,4♠,6♣,K♣
8♠,2,A♠,A♦,K♣,6♦,4♥,J♠,K♠,Q♦,10♦,A♣,2♦,2♠
8♠,3,3♠,10♠,10♣,K♠,Q♠,2♥,8♦,5♥,6♠,3♦,A♦,6♠
8♠,4,2♥,K♣,A♠,5♦,9♦,Q♣,10♠,3♣,8♣,10♥,A♥,9♠
8♠,5,2♣,3♣,5♦,10♦,Q♥,8♣,5♠,3♠,6♦,4♣,3♥,K♥
8♠,6,3♥,5♣,J♦,Q♦,A♥,6♠,10♦,9♥,A♦,10♥,Q♣,2♣
8♠,7,K♣,9♥,Q♦,J♥,4♦,A♦,A♣,J♣,2♦,9♠,10♦,A♠
8♠,8,7♦,9♦,J♥,5♥,A♥,2♥,A♦,10♠,6♠,8♥,Q♠,7♥
8♠,9,7♣,Q♣,5♥,J♣,6♦,K♠,4♥,5♥,2♥,10♠,8♦,8♥
8♠,10,A♥,8♦,Q♦,4♦,K♦,Q♠,6♣,K♣,J♠,10♦,7♣,7♠
8♠,11,2♣,A♠,4♠,10♥,8♣,3♦,4♦,7♥,3♣,6♦,J♠,K♦
8♠,12,9♦,9♥,10♥,K♣,J♦,3♣,2♠,2♦,2♦,Q♣,10♣,3♣
8♠,13,J♣,K♦,K♣,A♦,10♦,10♣,3♣,2♠,4♣,7♥,4♠,5♦
8♠,14,A♥,Q♠,4♠,K♦,6♥,A♠,10♣,A♠,3♥,10♠,4♥,9♦
8♠,15,K♥,A♦,K♦,7♦,5♥,2♦,5♠,A♦,8♥,6♣,10♠,Q♦
8♠,16,8♦,Q♠,7♦,2♣,J♥,3♣,10♣,K♣,2♥,J♠,Q♥,3♦
8♠,17,K♣,3♠,6♥,8♣,7♠,Q♦,2♣,6♦,4♦,9♣,9♣,6♥
8♠,18,J♦,3♦,8♣,8♥,9♦,K♥,5♥,4♥,6♦,10♥,6♦,4♣
8♠,19,A♦,10♣,J♠,9♥,6♠,J♥,8♥,J♠,10♠,A♣,3♠,5♣
8♠,20,Q♠,2♣,9♥,Q♦,10♦,6♥,9♠,K♠,Q♣,7♣,J♦,5♥
8♠,21,3♠,10♣,10♥,6♦,7♥,3♣,Q♦,3♠,K♠,5♣,J♣,4♦
8♠,22,J♥,2♣,6♦,2♥,9♣,J♠,3♥,10♠,A♥,4♦,10♥,5♠
8♠,23,Q♦,5♠,4♣,5♣,Q♠,A♦,J♠,10♣,6♠,7♦,5♠,10♥
8♠,24,7♣,4♥,6♦,5♠,K♣,A♠,A♦,K♠,10♥,10♠,4♦,J♣
8♠,25,2♣,A♥,5♠,Q♥,5♣,10♥,9♠,Q♠,7♥,K♦,5♥,J♦
8♠,26,9♥,8♥,4♠,K♦,2♦,10♣,Q♥,2♥,J♦,5♥,5♣,3♠
8♠,27,K♥,A♥,K♦,4♣,9♦,Q♦,10♣,8♦,10♦,10♠,4♣,6♦
8♠,28,4♦,2♥,5♠,9♣,J♠,7♣,Q♦,2♥,2♣,8♣,6♥,9♣
8♠,29,9♠,A♠,K♠,K♦,2♥,7♠,K♣,K♣,7♣,4♠,3♦,Q♥
8♠,30,J♠,4♥,5♠,10♥,7♦,Q♠,J♥,A♠,2♦,5♣,Q♦,10♠
8♠,31,7♣,3♦,10♥,5♦,6♥,2♦,2♠,5♦,K♥,K♠,9♦,4♥
8♠,32,8♦,2♣,5♦,8♥,7♠,9♣,10♣,9♦,J♦,Q♣,5♦,4♠
8♠,33,6♠,K♠,A♠,2♥,2♣,A♦,4♥,Q♣,9♣,5♣,3♣,10♣
8♠,34,8♣,10♦,2♦,J♠,9♠,K♦,A♠,10♠,7♥,3♠,K♦,J♠
8♠,35,10♥,2♠,J♠,J♣,5♥,3♦,K♦,2♣,7♣,A♥,7♠,7♣
8♠,36,K♠,9♠,A♣,6♠,Q♣,9♣,J♦,3♣,3♦,6♥,8♥,8♦
8♠,37,4♠,5♠,4♣,9♦,8♥,10♣,Q♣,5♦,Q♥,7♠,7♥,Q♠
8♠,38,A♠,6♠,9♠,5♠,6♦,5♣,10♣,10♦,9♥,A♦,A♠,10♦
8♠,39,8♦,J♦,5♠,5♦,9♦,9♥,9♣,Q♥,J♥,J♠,2♣,Q♣
8♠,40,A♣,6♣,7♣,J♣,4♦,3♣,5♦,8♣,7♦,6♦,K♥,3♥
8♠,41,K♣,5♣,J♣,3♦,10♠,7♦,Q♣,5♠,6♥,A♥,9♠,A♥
8♠,42,4♣,10♥,Q♦,Q♥,9♥,10♦,3♦,3♥,3♥,6♦,6♠,A♦
8♠,43,8♦,8♣,Q♥,J♠,J♦,3♥,2♠,5♣,2♦,6♣,2♠,2♦
8♠,44,9♠,10♠,J♠,Q♠,K♠,A♥,A♣,J♦,3♥,4♥,K♣,6♣
8♠,45,A♥,A♦,Q♦,5♥,3♣,3♠,7♦,Q♦,7♣,5♦,8♠,8♠
8♠,46,J♣,10♠,5♥,K♣,7♥,2♦,2♠,A♥,9♣,4♠,6♣,K♣
8♠,47,A♠,A♦,K♣,6♦,4♥,J♠,K♠,6♠,10♦,2♥,2♦,2♠
8♠,48,3♠,10♠,10♣,K♠,Q♠,A♣,8♦,10♦,6♦,3♦,A♦,6♠
8♠,49,A♣,K♣,A♠,5♦,9♦,Q♣,10♠,K♣,8♣,10♥,A♥,9♠
8♠,50,2♣,3♣,5♦,10♦,Q♥,8♣,5♠,9♥,6♦,4♣,3♥,K♥
8♠,51,3♥,5♣,J♦,Q♦,A♥,6♠,10♦,Q♦,A♦,10♥,Q♣,2♣
8♠,52,K♣,7♦,Q♦,J♥,4♦,A♦,2♥,J♥,2♦,9♠,10♦,A♠
8♠,53,9♥,9♦,J♥,5♥,A♥,A♣,A♦,4♦,6♠,8♥,Q♠,7♥
8♠,54,7♣,Q♣,5♥,J♣,6♦,K♠,4♥,A♦,A♣,10♠,8♦,8♥
8♠,55,A♥,8♦,Q♦,4♦,K♦,Q♠,6♣,A♣,J♠,10♦,7♣,7♠
8♠,56,2♣,A♠,4♠,10♥,8♣,3♦,4♦,7♦,3♣,6♦,J♠,K♦
8♠,57,9♦,7♦,10♥,K♣,J♦,3♣,2♠,9♦,2♦,Q♣,10♣,3♣
8♠,58,J♣,K♦,K♣,A♦,10♦,10♣,3♣,J♥,4♣,7♥,4♠,5♦
8♠,59,A♥,Q♠,4♠,K♦,6♥,A♠,10♣,5♥,3♥,10♠,4♥,9♦
8♠,60,K♥,A♦,K♦,9♥,5♥,2♦,5♠,A♥,8♥,6♣,10♠,Q♦
8♠,61,8♦,Q♠,9♥,2♣,J♥,3♣,10♣,2♥,A♣,J♠,Q♥,3♦
8♠,62,K♣,3♠,6♥,8♣,7♠,Q♦,2♣,A♦,4♦,9♣,9♣,6♥
8♠,63,J♦,3♦,8♣,8♥,9♦,K♥,5♥,7♣,6♦,10♥,6♦,4♣
8♠,64,A♦,10♣,J♠,7♦,6♠,J♥,8♥,Q♣,10♠,2♥,3♠,5♣
8♠,65,Q♠,2♣,7♦,Q♦,10♦,6♥,9♠,5♥,Q♣,7♣,J♦,5♥
8♠,66,3♠,10♣,10♥,6♦,7♥,3♣,Q♦,J♣,K♠,5♣,J♣,4♦
8♠,67,J♥,2♣,6♦,A♣,7♣,J♠,3♥,6♦,A♥,4♦,10♥,5♠
8♠,68,Q♦,5♠,4♣,5♣,Q♠,A♦,J♠,K♠,6♠,9♥,5♠,10♥
8♠,69,7♣,4♥,6♦,5♠,K♣,A♠,A♦,4♥,10♥,10♠,4♦,J♣
8♠,70,2♣,A♥,5♠,Q♥,5♣,10♥,9♠,A♥,7♥,K♦,5♥,J♦
8♠,71,7♦,8♥,4♠,K♦,2♦,10♣,Q♥,8♦,J♦,5♥,5♣,3♠
8♠,72,K♥,A♥,K♦,4♣,9♦,Q♦,10♣,Q♦,10♦,10♠,4♣,6♦
8♠,73,4♦,A♣,5♠,9♣,J♠,7♣,Q♦,4♦,2♣,8♣,6♥,9♣
8♠,74,9♠,A♠,K♠,K♦,A♣,7♠,K♣,K♦,7♣,4♠,3♦,Q♥
8♠,75,J♠,4♥,5♠,10♥,9♥,Q♠,J♥,Q♠,2♦,5♣,Q♦,10♠
8♠,76,7♣,3♦,10♥,5♦,6♥,2♦,2♠,6♣,K♥,K♠,9♦,4♥
8♠,77,8♦,2♣,5♦,8♥,7♠,9♣,10♣,2♣,J♦,Q♣,5♦,4♠
8♠,78,6♠,K♠,A♠,A♣,2♣,A♦,4♥,A♠,9♣,5♣,3♣,10♣
8♠,79,8♣,10♦,2♦,J♠,9♠,K♦,A♠,4♠,7♥,3♠,K♦,J♠
8♠,80,10♥,2♠,J♠,J♣,5♥,3♦,K♦,10♥,7♣,A♥,7♠,7♣
8♠,81,K♠,9♠,2♥,6♠,Q♣,9♣,J♦,8♣,3♦,6♥,8♥,8♦
8♠,82,4♠,5♠,4♣,9♦,8♥,10♣,Q♣,3♦,Q♥,7♠,7♥,Q♠
8♠,83,A♠,6♠,9♠,5♠,6♦,5♣,10♣,4♦,7♦,A♦,A♠,10♦
8♠,84,8♦,J♦,5♠,5♦,9♦,7♦,9♣,9♦,J♥,J♠,2♣,Q♣
8♠,85,2♥,6♣,7♣,J♣,4♦,3♣,5♦,9♥,9♥,6♦,K♥,3♥
8♠,86,K♣,5♣,J♣,3♦,10♠,9♥,Q♣,10♥,6♥,A♥,9♠,A♥
8♠,87,4♣,10♥,Q♦,Q♥,7♦,10♦,3♦,K♣,3♥,6♦,6♠,A♦
8♠,88,8♦,8♣,Q♥,J♠,J♦,3♥,2♠,J♦,2♦,6♣,2♠,2♦
8♠,89,9♠,10♠,J♠,Q♠,K♠,A♥,2♥,3♣,3♥,4♥,K♣,6♣
8♠,90,A♥,A♦,Q♦,5♥,3♣,3♠,9♥,2♠,7♣,5♦,8♠,8♠
9♥,0,7♣,5♦,Q♠,J♣,9♦,7♠,2♣,7♣,K♣,J♦,None,None
9♥,1,4♦,J♥,6♦,6♠,A♣,9♠,7♠,5♦,3♦,6♥,None,None
9♥,2,10♣,K♦,7♣,5♠,3♣,7♥,9♠,Q♠,6♣,10♥,None,None
9♥,3,5♣,J♥,J♦,K♣,A♣,2♠,7♥,J♣,9♦,Q♦,None,None
9♥,4,4♥,8♥,10♣,5♥,7♠,2♣,2♠,9♦,A♦,4♦,None,None
9♥,5,6♥,J♥,10♥,6♣,A♣,8♠,2♣,7♠,3♣,5♦,None,None
9♥,6,Q♥,A♠,4♥,♣,7♥,9♠,8♠,2♣,3♥,5♣,None,None
9♥,7,Q♦,J♥,4♦,A♦,A♣,2♦,9♠,4♦,7♠,K♦,None,None
9♥,8,6♦,K♥,Q♥,3♦,2♣,2♠,2♦,J♥,10♦,6♥,None,None
9♥,9,5♦,J♥,5♣,3♥,A♣,A♥,2♠,6♦,7♥,8♥,None,None
9♥,10,J♦,6♠,6♦,9♦,9♠,8♠,A♥,6♠,8♦,Q♦,None,None
9♥,11,K♦,J♥,6♥,10♦,A♣,Q♣,8♠,A♣,2♣,A♠,None,None
9♥,12,10♥,K♣,J♦,3♣,2♠,2♦,Q♣,9♠,J♠,5♦,None,None
9♥,13,8♥,J♥,Q♦,8♦,A♣,Q♠,2♦,7♠,9♠,K♥,None,None
9♥,14,K♦,6♣,10♥,7♠,8♠,A♥,Q♠,10♣,4♠,K♦,None,None
9♥,15,A♠,J♥,5♦,J♠,A♣,7♣,A♥,K♦,2♠,6♠,None,None
9♥,16,5♣,A♦,4♦,7♥,2♦,Q♣,7♣,7♣,10♠,8♥,None,None
9♥,17,K♥,J♥,K♦,4♠,A♣,10♣,Q♣,5♠,8♠,K♣,None,None
9♥,18,6♥,3♥,5♣,2♣,A♥,Q♠,10♣,3♣,9♣,A♠,None,None
9♥,19,6♠,J♥,8♥,10♠,A♣,4♥,Q♠,7♥,2♦,6♣,None,None
9♥,20,Q♦,10♦,6♥,9♠,Q♣,7♣,4♥,9♠,3♠,K♥,None,None
9♥,21,K♣,J♥,A♠,9♣,A♣,Q♥,7♣,5♣,A♥,A♦,None,None
9♥,22,5♦,8♦,Q♦,2♠,Q♠,10♣,Q♥,J♥,J♣,6♠,None,None
9♥,23,6♣,J♥,K♥,3♠,A♣,6♦,10♣,J♦,Q♣,3♥,None,None
9♥,24,K♦,J♠,5♦,8♠,7♣,4♥,6♦,K♣,5♠,K♣,None,None
9♥,25,A♦,J♥,6♠,J♣,A♣,J♦,4♥,A♣,Q♠,10♦,None,None
9♥,26,8♥,4♠,K♦,2♦,10♣,Q♥,J♦,2♠,5♥,6♣,None,None
9♥,27,3♥,J♥,K♣,5♠,A♣,10♥,Q♥,7♥,7♣,8♦,None,None
9♥,28,A♠,10♠,8♥,A♥,4♥,6♦,10♥,4♥,4♣,A♦,None,None
9♥,29,10♦,J♥,6♣,5♥,A♣,4♦,6♦,8♥,10♣,J♠,None,None
9♥,30,K♥,9♣,A♠,Q♣,Q♥,J♦,4♦,10♣,3♦,3♥,None,None
9♥,31,8♦,J♥,A♦,4♣,A♣,5♣,J♦,5♥,4♥,4♠,None,None
9♥,32,6♠,3♠,K♥,Q♠,6♦,10♥,5♣,7♠,9♦,10♦,None,None
9♥,33,J♠,J♥,3♥,3♦,A♣,6♥,10♥,2♣,Q♥,10♠,None,None
9♥,34,K♣,J♣,6♠,7♣,J♦,4♦,6♥,2♠,3♣,8♦,None,None
9♥,35,4♠,J♥,10♦,9♦,A♣,Q♦,4♦,6♥,6♦,9♣,None,None
9♥,36,6♣,5♠,K♣,10♣,10♥,5♣,Q♦,J♥,7♠,J♠,None,None
9♥,37,10♠,J♥,8♦,3♣,A♣,5♦,5♣,10♥,J♦,3♠,None,None
9♥,38,A♦,5♥,6♣,4♥,4♦,6♥,5♦,6♣,7♥,4♠,None,None
9♥,39,9♣,J♥,J♠,7♠,A♣,K♦,6♥,A♣,10♥,J♣,None,None
9♥,40,3♥,4♣,A♦,Q♥,5♣,Q♦,K♦,8♠,2♣,10♠,None,None
9♥,41,3♠,J♥,4♠,7♥,A♣,8♥,Q♦,2♣,4♦,5♠,None,None
9♥,42,10♦,3♦,3♥,6♦,6♥,5♦,8♥,Q♥,9♠,9♣,None,None
9♥,43,J♣,J♥,10♠,2♣,A♣,A♠,5♦,A♠,5♣,5♥,None,None
9♥,44,8♦,9♦,10♦,J♦,Q♦,K♦,A♠,4♥,2♠,3♠,None,None
9♥,45,5♠,J♥,9♣,9♠,A♣,K♥,K♦,4♣,6♥,4♣,None,None
9♥,46,J♠,3♣,8♦,10♥,5♦,8♥,K♥,7♥,8♠,J♣,None,None
9♥,47,5♥,J♥,3♠,2♠,A♣,6♠,8♥,9♠,Q♦,3♦,None,None
9♥,48,4♠,7♠,J♠,4♦,K♦,A♠,6♠,8♠,2♦,5♠,None,None
9♥,49,4♣,J♥,J♣,8♠,A♣,K♣,A♠,Q♦,5♦,9♦,None,None
9♥,50,10♠,7♥,4♠,5♣,8♥,K♥,K♣,J♥,A♥,5♥,None,None
9♥,51,3♦,J♥,5♠,2♦,A♣,6♣,K♥,4♦,K♦,3♣,None,None
9♥,52,9♣,2♣,10♠,6♥,A♠,6♠,6♣,A♦,Q♣,4♣,None,None
9♥,53,9♦,J♥,5♥,A♥,A♣,A♦,6♠,A♣,8♥,7♠,None,None
9♥,54,3♠,9♠,9♣,Q♦,K♥,K♣,A♦,2♦,Q♠,3♦,None,None
9♥,55,3♣,J♥,4♣,Q♣,A♣,3♥,K♣,9♠,A♠,7♥,None,None
9♥,56,J♣,2♠,3♠,5♦,6♠,6♣,3♥,6♦,7♣,9♦,None,None
9♥,57,7♠,J♥,3♦,Q♠,A♣,10♦,6♣,K♥,K♥,2♣,None,None
9♥,58,5♠,8♠,J♣,K♦,K♣,A♦,10♦,Q♥,10♣,3♣,None,None
9♥,59,7♥,J♥,9♦,7♣,A♣,8♦,A♦,3♦,6♠,9♠,None,None
9♥,60,5♥,2♦,5♠,8♥,6♣,3♥,8♦,2♣,4♥,7♠,None,None
9♥,61,2♣,J♥,3♣,10♣,A♣,J♠,3♥,2♠,K♣,2♠,None,None
9♥,62,4♣,A♥,5♥,A♠,A♦,10♦,J♠,2♦,Q♥,7♥,None,None
9♥,63,9♠,J♥,7♠,4♥,A♣,4♠,10♦,5♦,6♣,8♠,None,None
9♥,64,3♦,Q♣,4♣,K♥,3♥,8♦,4♠,J♥,6♦,2♣,None,None
9♥,65,2♠,J♥,7♥,Q♥,A♣,10♠,8♦,5♣,A♦,2♦,None,None
9♥,66,9♦,Q♠,3♦,6♠,10♦,J♠,10♠,3♥,J♦,9♠,None,None
9♥,67,8♠,J♥,2♣,6♦,A♣,9♣,J♠,A♣,3♥,A♥,None,None
9♥,68,3♣,7♣,9♦,K♣,8♦,4♠,9♣,A♥,10♥,2♠,None,None
9♥,69,2♦,J♥,9♠,J♦,A♣,3♠,4♠,2♠,10♦,Q♣,None,None
9♥,70,7♠,10♣,3♣,6♣,J♠,10♠,3♠,J♦,4♦,8♠,None,None
9♥,71,A♥,J♥,2♠,10♥,A♣,J♣,10♠,6♠,8♦,Q♠,None,None
9♥,72,7♥,4♥,7♠,A♦,4♠,9♣,J♣,6♦,5♣,2♦,None,None
9♥,73,Q♣,J♥,8♠,4♦,A♣,5♠,9♣,9♦,J♠,7♣,None,None
9♥,74,2♣,Q♥,7♥,3♥,10♠,3♠,5♠,9♠,6♥,A♥,None,None
9♥,75,Q♠,J♥,2♦,5♣,A♣,5♥,3♠,8♠,4♠,10♣,None,None
9♥,76,9♠,6♦,2♣,10♦,9♣,J♣,5♥,A♥,Q♦,Q♣,None,None
9♥,77,7♣,J♥,A♥,6♥,A♣,4♣,J♣,K♦,10♠,4♥,None,None
9♥,78,2♠,J♦,9♠,8♦,3♠,5♠,4♣,J♥,5♦,Q♠,None,None
9♥,79,10♣,J♥,Q♣,Q♦,A♣,3♦,5♠,6♥,9♣,Q♥,None,None
9♥,80,8♠,10♥,2♠,J♠,J♣,5♥,3♦,10♦,K♦,7♣,None,None
9♥,81,4♥,J♥,Q♠,5♦,A♣,9♦,5♥,A♣,3♠,6♦,None,None
9♥,82,2♦,4♦,8♠,4♠,5♠,4♣,9♦,Q♣,8♥,10♣,None,None
9♥,83,Q♥,J♥,7♣,K♦,A♣,3♣,4♣,8♠,J♣,J♦,None,None
9♥,84,A♥,5♣,2♦,10♠,5♥,3♦,3♣,10♥,A♠,4♥,None,None
9♥,85,6♦,J♥,10♣,8♥,A♣,7♠,3♦,K♣,5♠,10♥,None,None
9♥,86,Q♣,6♥,A♥,9♣,4♣,9♦,7♠,J♦,K♥,Q♥,None,None
9♥,87,J♦,J♥,4♥,A♠,A♣,7♥,9♦,3♣,5♥,4♦,None,None
9♥,88,Q♠,Q♦,Q♣,3♠,3♦,3♣,7♥,2♠,6♠,6♦,None,None
9♥,89,10♥,J♥,Q♥,K♥,A♣,2♣,3♣,2♦,4♣,5♣,None,None
9♥,90,7♣,5♦,Q♠,J♣,9♦,7♠,2♣,Q♣,K♣,J♦,None,None
9♣,0,9♠,2♥,K♥,K♦,6♥,4♣,2♦,9♠,J♠,8♣,9♣,9♣
9♣,1,4♠,7♣,K♠,Q♣,2♥,10♦,Q♥,2♥,4♣,Q♦,6♦,Q♥
9♣,2,6♥,9♦,K♥,2♣,7♦,5♥,J♥,K♥,3♠,2♠,3♠,10♠
9♣,3,4♣,6♣,2♣,A♥,8♠,3♠,10♠,K♦,10♣,K♠,J♦,4♥
9♣,4,5♣,J♠,A♥,Q♠,10♦,K♦,3♦,6♥,7♥,5♠,J♣,4♠
9♣,5,4♥,K♠,7♣,2♥,J♠,J♦,9♦,4♣,K♦,2♠,10♥,10♣
9♣,6,8♣,4♦,3♠,6♥,4♠,Q♣,7♣,2♦,8♦,8♥,5♠,J♠
9♣,7,2♣,10♠,6♥,A♠,6♠,6♣,Q♣,4♠,4♣,J♣,4♦,7♣
9♣,8,K♠,4♠,A♣,4♥,5♠,K♦,7♥,7♣,6♣,8♠,5♥,8♦
9♣,9,Q♦,K♥,K♣,A♦,Q♠,3♦,5♠,K♠,3♣,10♦,5♣,Q♠
9♣,10,7♣,4♥,4♠,K♥,7♠,2♠,3♦,Q♣,9♥,J♦,4♣,10♦
9♣,11,5♣,7♥,K♥,A♥,A♦,9♥,K♦,2♥,J♥,6♥,6♥,Q♣
9♣,12,A♣,6♦,4♣,A♠,9♠,3♥,A♥,10♦,7♦,7♠,3♦,3♥
9♣,13,Q♥,2♠,A♠,6♣,5♦,7♦,5♠,Q♥,8♠,J♣,Q♦,A♥
9♣,14,K♣,2♣,2♦,3♣,9♥,4♦,6♣,6♥,10♥,7♠,9♦,A♦
9♣,15,5♣,8♣,3♣,6♥,7♥,10♥,10♠,9♦,3♠,6♦,5♦,2♦
9♣,16,4♠,5♦,6♥,5♥,K♠,J♣,A♣,K♥,10♥,9♦,3♣,6♣
9♣,17,J♣,J♦,2♦,6♠,3♥,8♥,7♦,2♣,4♣,A♥,K♦,8♠
9♣,18,A♠,5♦,6♠,Q♥,8♦,3♠,10♠,7♦,K♦,Q♦,7♠,K♣
9♣,19,7♣,J♦,Q♥,7♠,9♦,6♥,K♠,5♥,4♦,2♥,8♥,2♠
9♣,20,8♥,5♦,3♦,K♠,5♥,A♣,5♣,J♥,7♠,6♣,7♥,6♠
9♣,21,A♣,Q♥,7♣,A♥,A♦,5♠,5♠,4♣,8♣,2♣,A♠,9♠
9♣,22,J♠,3♥,A♥,4♦,3♣,8♣,K♥,6♣,7♠,K♣,2♣,K♥
9♣,23,10♥,2♠,7♥,2♦,J♣,4♥,4♦,2♣,J♦,2♣,K♥,2♣
9♣,24,Q♥,7♦,2♦,J♥,9♠,J♦,2♥,A♥,3♠,4♠,9♠,A♠
9♣,25,9♥,A♦,J♥,6♠,J♣,A♣,J♦,8♠,4♥,Q♠,6♠,7♥
9♣,26,4♣,5♠,6♠,A♠,7♠,K♠,9♦,3♠,A♣,5♦,2♠,8♥
9♣,27,J♣,5♣,2♦,9♠,Q♣,5♥,6♦,10♠,6♥,4♦,K♣,7♠
9♣,28,J♠,7♣,Q♦,2♣,8♣,6♣,9♠,5♣,3♥,7♠,8♠,K♦
9♣,29,A♦,7♦,2♣,Q♥,7♥,3♥,10♠,J♠,3♠,5♠,6♣,3♣
9♣,30,A♠,Q♣,Q♥,J♦,4♦,3♦,3♥,A♥,K♣,8♦,2♦,5♦
9♣,31,J♣,5♥,Q♦,Q♣,8♠,7♣,3♦,Q♠,10♥,5♦,A♦,9♦
9♣,32,10♣,J♦,Q♣,9♥,6♠,3♠,K♥,10♦,Q♠,6♦,A♥,Q♦
9♣,33,5♣,5♥,9♥,J♠,J♥,3♥,3♦,K♦,A♣,6♥,3♥,3♦
9♣,34,Q♥,8♥,8♠,8♣,10♦,2♦,J♠,3♦,9♠,K♦,Q♣,6♥
9♣,35,7♥,6♣,8♣,Q♠,A♦,10♣,6♠,4♥,7♠,2♣,10♦,4♣
9♣,36,J♦,3♦,6♥,7♦,4♥,J♥,Q♠,K♠,5♦,2♥,Q♠,5♣
9♣,37,5♥,J♠,7♦,2♦,4♦,8♠,4♠,7♣,5♠,4♣,8♦,5♥
9♣,38,8♥,3♦,2♣,7♠,8♦,3♥,2♦,2♥,K♠,2♠,7♣,4♦
9♣,39,J♥,J♠,7♠,A♣,K♦,6♥,10♥,J♠,J♣,9♠,J♠,5♠
9♣,40,2♦,K♥,K♣,2♠,5♥,J♦,6♥,J♦,4♥,9♥,10♣,10♥
9♣,41,4♣,9♦,7♠,K♥,Q♥,7♣,J♦,9♦,2♣,5♦,4♠,J♣
9♣,42,J♠,J♣,K♥,3♣,2♠,2♣,4♠,8♣,8♦,Q♣,4♥,J♦
9♣,43,7♦,Q♠,Q♦,Q♣,3♠,3♦,3♣,4♦,7♥,6♠,10♠,3♠
9♣,44,10♣,J♣,Q♣,K♣,A♦,2♦,3♦,3♠,4♦,5♦,Q♥,6♦
9♣,45,9♠,A♣,K♥,K♦,6♥,4♣,2♦,6♥,J♠,8♣,9♣,9♣
9♣,46,4♠,7♣,K♠,Q♣,A♣,10♦,Q♥,4♠,4♣,Q♦,6♦,Q♥
9♣,47,6♥,9♦,K♥,2♣,9♥,5♥,J♥,Q♣,3♠,2♠,3♠,10♠
9♣,48,4♣,6♣,2♣,A♥,8♠,3♠,10♠,7♣,10♣,K♠,J♦,4♥
9♣,49,5♣,J♠,A♥,Q♠,10♦,K♦,3♦,2♣,7♥,5♠,J♣,4♠
9♣,50,4♥,K♠,7♣,A♣,J♠,J♦,9♦,10♠,K♦,2♠,10♥,10♣
9♣,51,8♣,4♦,3♠,6♥,4♠,Q♣,7♣,6♥,8♦,8♥,5♠,J♠
9♣,52,2♣,10♠,6♥,A♠,6♠,6♣,Q♣,A♠,4♣,J♣,4♦,7♣
9♣,53,K♠,4♠,2♥,4♥,5♠,K♦,7♥,6♠,6♣,8♠,5♥,8♦
9♣,54,Q♦,K♥,K♣,A♦,Q♠,3♦,5♠,6♣,3♣,10♦,5♣,Q♠
9♣,55,7♣,4♥,4♠,K♥,7♠,2♠,3♦,Q♣,7♦,J♦,4♣,10♦
9♣,56,5♣,7♥,K♥,A♥,A♦,7♦,K♦,K♠,J♥,6♥,6♥,Q♣
9♣,57,2♥,6♦,4♣,A♠,9♠,3♥,A♥,4♠,9♥,7♠,3♦,3♥
9♣,58,Q♥,2♠,A♠,6♣,5♦,9♥,5♠,A♣,8♠,J♣,Q♦,A♥
9♣,59,K♣,2♣,2♦,3♣,7♦,4♦,6♣,4♥,10♥,7♠,9♦,A♦
9♣,60, 5♣,8♣,3♣,6♥,7♥,10♥,10♠,5♠,3♠,6♦,5♦,2♦
9♣,61,4♠,5♦,6♥,5♥,K♠,J♣,2♥,K♦,10♥,9♦,3♣,6♣
9♣,62,J♣,J♦,2♦,6♠,3♥,8♥,9♥,7♥,4♣,A♥,K♦,8♠
9♣,63,A♠,5♦,6♠,Q♥,8♦,3♠,10♠,Q♦,K♦,Q♦,7♠,K♣
9♣,64,7♣,J♦,Q♥,7♠,9♦,6♥,K♠,K♥,4♦,A♣,8♥,2♠
9♣,65,8♥,5♦,3♦,K♠,5♥,2♥,5♣,K♣,7♠,6♣,7♠,6♠
9♣,66,2♥,Q♥,7♣,A♥,A♦,5♠,5♦,A♦,8♣,2♣,A♠,9♠
9♣,67,J♠,3♥,A♥,4♦,3♣,8♣,K♥,Q♠,7♠,K♣,2♣,K♥
9♣,68,10♥,2♠,7♥,2♦,J♣,4♥,4♦,3♦,J♦,2♣,K♥,2♣
9♣,69,Q♥,9♥,2♦,J♥,9♠,J♦,A♣,5♠,3♠,4♠,9♠,A♠ 
9♣,70,7♦,A♦,J♥,6♠,J♣,2♥,J♦,7♣,4♥,Q♠,6♠,7♥
